"POLÍCIA RODOVIÁRIA FEDERAL
LOCAIS COM FISCALIZAÇÃO DE
VELOCIDADE POR RADAR PORTÁTIL
(Resolução 798/20 do CONTRAN)",,,
,,,
,,,
ESTADO (UF),RODOVIA (BR),KM INICIAL,KM FINAL
SP,116,"390,0","400,0"
SP,116,"400,0","410,0"
SP,116,"440,0","450,0"
SP,116,"460,0","470,0"
SP,116,"470,0","480,0"
SP,116,"480,0","490,0"
SP,116,"490,0","500,0"
SP,116,"500,0","510,0"
SP,116,"520,0","530,0"
SP,116,"530,0","540,0"
SP,116,"550,0","560,0"
SP,262,"310,0","322,1"
TO,010,"452,8","460,0"
TO,010,"460,0","464,3"
TO,153,"90,0","100,0"
TO,153,"120,0","130,0"
TO,153,"130,0","140,0"
TO,153,"140,0","150,0"
TO,153,"150,0","160,0"
TO,153,"200,0","210,0"
TO,153,"260,0","270,0"
TO,153,"320,0","330,0"
TO,153,"330,0","340,0"
TO,153,"350,0","360,0"
TO,153,"480,0","490,0"
TO,153,"490,0","500,0"
TO,153,"500,0","510,0"
TO,153,"510,0","520,0"
TO,153,"520,0","530,0"
TO,153,"620,0","630,0"
TO,153,"630,0","640,0"
TO,153,"640,0","650,0"
TO,153,"650,0","660,0"
TO,153,"660,0","670,0"
TO,153,"670,0","680,0"
TO,153,"680,0","690,0"
TO,153,"690,0","700,0"
TO,153,"700,0","710,0"
TO,153,"710,0","720,0"
TO,153,"720,0","730,0"
TO,226,"20,0","30,0"
